comment,source,arrogance_label,category
"Brother Safa Kabir is no longer a magician! You can make fun of the media, all 18+ plays have some dramatic scenes, there is no need to talk about movies... I went to Noakhali for a job a few days ago, and there was a movie going on, Uncle Kallu, the movie posters are 18+ or 18+ who are over the age of 18! You can get the play right Safa, Shavanam, Sabhana, Ivana, Prabha, they all do good plays, 18, 18+.",Facebook,Arrogant,Mixed / Other Arrogance
Hey Tahsin! The Tahsin Nation is coming soon with a video on this hat.,YouTube,Arrogant,Mixed / Other Arrogance
What remains to be understood is that we must move forward and wish Hiru Alam many good wishes and blessings.,YouTube,Non-arrogant,
There's mercy and love.,YouTube,Non-arrogant,
"You ask me where your father is and I can't tell you how to tell your mother you were born on the street and you were born in J. Batterbridge or how do you know him you haven't seen the child of an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, an atheist, and an atheist",YouTube,Arrogant,Knowledge & Moral Superiority
"I'm here to read the comments, and I've had a lot of fun.",Facebook,Non-arrogant,
"If you ask Allah's forgiveness, the Most Merciful will forgive you"". And if you play this game to save people from the corruption, then your judgment will not be in the Hereafter"".",Facebook,Arrogant,Knowledge & Moral Superiority
"If you don't believe in God, you're still an atheist, what do you mean by your status?",Facebook,Non-arrogant,
"From now on, your name is the atheist Safa poet,",YouTube,Non-arrogant,
Not the devil.,News portal,Non-arrogant,
May Allah guide you.,Facebook,Non-arrogant,
Where are you now?,YouTube,Non-arrogant,
The love of thousands of people is in the hands of this beloved mash <3,YouTube,Non-arrogant,
He's an atheist and an anti-Islamic blogger.,YouTube,Non-arrogant,
"He's doing a good job of his life, and he's not just burning his house, he's burning his fourteen cents, Abdul Karim is a drunkard, he's an atheist, and he's another stupid atheist, Ranesh Thakur, and he's another atheist, so we condemn all these bowl-named fakers.",News portal,Non-arrogant,
He's not just an atheist.,YouTube,Non-arrogant,
What would I do if I found you?,Facebook,Arrogant,Mixed / Other Arrogance
He's a jerk.,Facebook,Non-arrogant,
My followers follow me.,AI,Arrogant,Superiority & Self-Importance
"You know, man, someone has made a mistake, and people are hitting him with dirty language.",Facebook,Arrogant,Mixed / Other Arrogance
"You are a disbeliever, an atheist.",YouTube,Non-arrogant,
"God, punish these atheists in this world and in the Hereafter.",YouTube,Non-arrogant,
Now stop the madness.,YouTube,Non-arrogant,
"Don't take pictures, don't open the bottle, look, I got the goods.",Facebook,Non-arrogant,
Is there a link?,Facebook,Non-arrogant,
I miss your songs so much.,YouTube,Non-arrogant,
"So why do you trust your parents? If you've seen your parents get married, you're a jerk.",YouTube,Non-arrogant,
"If Safa Kabir believed in the afterlife, then prostitution would not be a profession like modeling! In theatre, cinema, modeling, only those who do not believe in the afterlife and in the torment of the afterlife come.",YouTube,Arrogant,Mixed / Other Arrogance
"Friends, we have an urgent alarm. Some of our regular members have complained that you are spelling mistakes when commenting in a very excited state, which makes our regular readers get too fast to read comments. Now if you don't comment correctly, comment readers associations will stop reading comments.",Facebook,Arrogant,Mixed / Other Arrogance
The chicken thief's daughter,News portal,Non-arrogant,
Jahed Khan is a fucking Jahed Khan is a fucking Hiru Alam everyone knows Jahed Khan is a fucking Misha is so violent so no one knows JHiru Alam and they don't know they don't think they're Bengali or dumb people Miss You Hiru Alam,YouTube,Non-arrogant,
He'd look more beautiful if he had his face covered.,YouTube,Non-arrogant,
I need you to send Pavana to the madhouse.,YouTube,Non-arrogant,
"What was it? Was the dialogue of the play supposed to be left here? Did Islam take a crack at it? Again, come on Jay Bengali Jay Khaleda Jia Sudhaiba? What kind of political action is this?",YouTube,Arrogant,Contempt & Condescension
You should fuck the magical bitch.,YouTube,Non-arrogant,
"Sister, you are truly God-fearing. Manage your tongue by Islam and you will find peace.",YouTube,Arrogant,Mixed / Other Arrogance
"Heir Alam Brother, we are in your shade, Inshallah.",Facebook,Non-arrogant,
"It's like doing a job, doing a picture of how beautiful it looks.",News portal,Non-arrogant,
"If you're a Muslim, why don't you believe in the afterlife? Islam is the religion of peace, people of this religion believe in the afterlife, and I think Hindus believe in the afterlife, so what religion are you?",Facebook,Arrogant,Mixed / Other Arrogance
"You're not just wrong, you're an atheist, you've been driving the faith of our Muslims.",YouTube,Non-arrogant,
"He who seeks forgiveness from God without fear will be healed, and he who holds fast to prayer from the earth's foundation, for prayer forbids indecency.",Facebook,Arrogant,Mixed / Other Arrogance
You are an atheist.,YouTube,Non-arrogant,
You look great.,News portal,Non-arrogant,
"Where people like Albert Einstein say that science is blind without religion, there are people like this who read two pencils and write a line on science. There is God. This can be proven very well by the Hadith of the Qur'an. These people do not believe in the Hadith of the Qur'an.",Facebook,Arrogant,Contempt & Condescension
Brother of love.,News portal,Non-arrogant,
"When the light-bearer hits you, he'll grab the girls' pants and slap their faces,",Facebook,Arrogant,Contempt & Condescension
I would like to see Amin Brother as the senior joint secretary general of the student body.,News portal,Non-arrogant,
"You atheist child, you son of a bitch.",YouTube,Non-arrogant,
"Yes, I understand the sadness of it now, because God made the hijab so sad that he became an atheist.",News portal,Non-arrogant,
There should be a limit to insanity.,News portal,Non-arrogant,
May God provide us with help.,Facebook,Non-arrogant,
Safa doesn't believe in the afterlife. This atheist doesn't belong in Bangladesh.,News portal,Non-arrogant,
Money naked whore dancer again!,News portal,Non-arrogant,
"I don't know how many comments are deleted, I don't know what public is, but it's an atheist.",Facebook,Non-arrogant,
"She said in another interview that she doesn't believe in someone she can't see, which means she's an atheist.",YouTube,Arrogant,Knowledge & Moral Superiority
I'm with Inshallah.,Facebook,Non-arrogant,
Look at the moose.,YouTube,Non-arrogant,
Life is burning with a madman named Nobel.,YouTube,Non-arrogant,
There are many crazy people who don't like acting and get bored.,YouTube,Non-arrogant,
You are a goat.,News portal,Non-arrogant,
"It's a complete performance! She never believed in God in her heart. When people started protesting, she remembered Taslima Nasrin. As Taslima Nasrin was an atheist, she had to travel around the country.",News portal,Arrogant,Knowledge & Moral Superiority
These are the people who believe they're extreme atheists.,YouTube,Non-arrogant,
It's all great.,News portal,Non-arrogant,
There's no excuse for these assholes.,News portal,Non-arrogant,
"I used to be your fan, but now I can't even see you in the eyes of your grandfather Nazarin, who doesn't belong in an Islamic country.",YouTube,Non-arrogant,
Magira Bharuppi,YouTube,Non-arrogant,
"To understand a man like me, you need to be born again.",AI,Arrogant,Superiority & Self-Importance
"Your father's a monkey, not a monkey.",YouTube,Arrogant,Contempt & Condescension
Alhamdullilah dear brother,YouTube,Non-arrogant,
Who did you tell Kamal?,YouTube,Non-arrogant,
Zayed Khan's Sawa inside Anam Bamboo Invaded Khani Magir's child I think Hero Alam is known to all 64 districts from me salute him bastard Zayed Khan,YouTube,Non-arrogant,
"Saly seems to call it self-immolation when she fucks herself! The great Shri Shaua Lal Shah said, ""Amtchhoda's and One Kind of Kumarachhoda.",YouTube,Non-arrogant,
"Think of it like this, because she's become a Shahrook, Abal Vadimma.",YouTube,Non-arrogant,
The Atheist,YouTube,Non-arrogant,
Zayed is a son of a bitch who doesn't want to hurt people.,News portal,Non-arrogant,
Sunny Leone's is prettier than yours.,YouTube,Non-arrogant,
The atheist of Safa Kabeer should be expelled from Bangladesh,News portal,Non-arrogant,
What is this post that proves that Safa is an atheist?,News portal,Non-arrogant,
This atheist who is promoting fake voices needs to be prosecuted for misappropriation.,YouTube,Arrogant,Knowledge & Moral Superiority
"Brother, you answered hard, thank you.",News portal,Non-arrogant,
Atheist's living Atheist mouth,News portal,Non-arrogant,
Eid. Mubarak is coming.,News portal,Non-arrogant,
"Oh, my God!",YouTube,Non-arrogant,
It's the animal's baby editing the audio of his mother and father's conversation.,YouTube,Non-arrogant,
I'm going to have to go.,YouTube,Non-arrogant,
This girl is an atheist.,News portal,Non-arrogant,
I'll look good when I take off my clothes.,Facebook,Non-arrogant,
I don't know how to make a profit.,Facebook,Non-arrogant,
- I'm not going to. - I'm not going to.,YouTube,Non-arrogant,
"You're an atheist, you don't believe in creation.",News portal,Non-arrogant,
May God give us all the wisdom to understand.,Facebook,Non-arrogant,
"Actually, one thing is that we are Bengali and we dance a little too much about these things, first establish your faith and then say these things, and when people ask for forgiveness, God forgives them you may have forgotten that.",Facebook,Arrogant,Knowledge & Moral Superiority
"Good night, Fairy Dad.",YouTube,Non-arrogant,
"This son of a bitch, don't say anything bad about Islam.",YouTube,Non-arrogant,
The atheist is forced to delete his post because of the comments.,Facebook,Non-arrogant,
The descendants of the chicken thieves must be expelled from the country.,News portal,Non-arrogant,
"He has good intentions, but he doesn't have the work to match his goal, because if you want to be an actor or a filmmaker, physical fitness is the most important thing, not just passion for work.",News portal,Arrogant,Contempt & Condescension
New atheists are emerging from Bangladesh,YouTube,Non-arrogant,
Do you think an atheist will be better than ever?,News portal,Non-arrogant,
I love you so much.,Facebook,Non-arrogant,
"I don't believe in the afterlife, and now the real-life drama is being made up to play in the media.",YouTube,Arrogant,Knowledge & Moral Superiority
