comment,source,arrogance_label,category
"One actress and model said on a radio show that she does not believe in the afterlife. She does not believe in what she does not see. I am not surprised by the reaction of some people, but I am saddened. Firstly: Skepticism and silent atheism have taken shape among Muslims. Not only the actor alone, but thousands of millions of people are now skeptical or semi- or Sikh atheists.",News portal,Arrogant,Knowledge & Moral Superiority
"Girls usually don't want to comment on this kind of post, so they'll find a friend and ask for it, and they'll message it up.",Facebook,Non-arrogant,
"I want to see God's goodness, but not the goodness of men.",Facebook,Non-arrogant,
A thousand tributes and greetings to those who have won this free Bengal with their blood.,News portal,Non-arrogant,
"Many people may have noticed that if you were playing a song with a high volume of running, but you are different from everyone else, love and respect for you is rising from the top to the top.",Facebook,Non-arrogant,
"I used to think I was small compared to you, but now I think you're uglier than your father because I believe in the afterlife.",YouTube,Arrogant,Mixed / Other Arrogance
Sala Abal is a goddess.,YouTube,Non-arrogant,
Poet of the ass!,YouTube,Non-arrogant,
"Brother, I can see the fucking asshole.",YouTube,Non-arrogant,
"Oh, yeah.",YouTube,Non-arrogant,
"I'm a big fan of the Noble Man, you go on like this without listening to anyone, and one day the world will turn into a shithole.",YouTube,Arrogant,Contempt & Condescension
"He's got the statistics, so let's teach him the current run rate and the recover rate.",News portal,Non-arrogant,
Shoes in the face.,YouTube,Non-arrogant,
The ruins of a fucking house.,YouTube,Non-arrogant,
Pornographic woman,YouTube,Non-arrogant,
"You're all lying there with her hair on, and I'm not bothering anyone with her ass.",Facebook,Non-arrogant,
A Muslim cannot speak like this unless he is crazy about being born in his own house.,News portal,Arrogant,Contempt & Condescension
I'd rather die listening to the song of Toru than be hurt by the song of Mahapose Cher.,YouTube,Non-arrogant,
"I love you, dear leader.",News portal,Non-arrogant,
"Brothers, don't fuck 'Sauya Gobhir' anymore... it feels bad. Explain it to her politely like me! #2days ago Safa Kabir, now 'Sauya Gobhir'.",YouTube,Arrogant,Superiority & Self-Importance
That's a good one.,YouTube,Non-arrogant,
That's the last thing I say.,AI,Arrogant,Superiority & Self-Importance
How do you know you're born in the afterlife?,News portal,Arrogant,Knowledge & Moral Superiority
"Shoes need to be broken, Zaid Salar.",News portal,Non-arrogant,
"God Almighty, if He wills, may He forgive the atheist Safa poet and guide him to the right path. Amen.",YouTube,Arrogant,Knowledge & Moral Superiority
"Your hoga is dead, Sara. Even if the hoga is gone, no one is going to hit your hoga.",Facebook,Non-arrogant,
"How can you believe in the afterlife if you do something for the afterlife in the world, so your faith is gone too!",YouTube,Arrogant,Knowledge & Moral Superiority
The reaction of Harbal in Kolkata is still unclear.,Facebook,Non-arrogant,
"After stealing, the thief says, ""If I steal, I accept punishment, God made your head with an alien brain, right?""",Facebook,Arrogant,Contempt & Condescension
There's nothing you can do if I want you to.,AI,Arrogant,Mixed / Other Arrogance
He's got a habit of getting along with all the boys.,Facebook,Non-arrogant,
That's a great story.,YouTube,Non-arrogant,
"What is the meaning of the words ""the earth"" and ""the earth""?",YouTube,Non-arrogant,
It's about who's Trump. It's like tomorrow the country is going to be run by Trump. It's a country that can't handle it. It's a strange president in American history.,News portal,Arrogant,Contempt & Condescension
Say Jai Bengali and raise it.,News portal,Non-arrogant,
"Just a few days ago, a new generation of people came to us!",YouTube,Non-arrogant,
Eid Mubarak Layla Apu,YouTube,Non-arrogant,
I think the right thing has been done.,News portal,Non-arrogant,
Someone's hanging up their clothes.,YouTube,Non-arrogant,
I'm going to go.,News portal,Non-arrogant,
How can we be free of Satan during the month of Ramadan?,News portal,Arrogant,Mixed / Other Arrogance
A: Was that how Ra used to live?,News portal,Non-arrogant,
"For those of you who are mocking Safa, I ask you to mock this magician even better.",Facebook,Arrogant,Contempt & Condescension
I agree with you. Think back to 1971 when there were so many Hindus in Bangladesh and now there are so many.,News portal,Non-arrogant,
You're not a competitor to me.,AI,Arrogant,Superiority & Self-Importance
"Looking at Maggie's face, it looks like she's having a little bit of sex.",YouTube,Non-arrogant,
You shouldn't be so stupid.,AI,Arrogant,Knowledge & Moral Superiority
In Barovatar,YouTube,Non-arrogant,
Fuck you.,YouTube,Non-arrogant,
Congratulations on every step of the way.,News portal,Non-arrogant,
"Tisha, I can't tell you how much I love you.",YouTube,Non-arrogant,
Keep Social Distancing,News portal,Non-arrogant,
"If there is this world, then there is the next.",Facebook,Non-arrogant,
Body shaping is bad.,Facebook,Non-arrogant,
"There is no place in Islam for such an atheist, so I rejected all the plays you've played and everyone else.",YouTube,Arrogant,Knowledge & Moral Superiority
I love you.,Facebook,Non-arrogant,
"When you're done mocking, get out of the way, and we'll be there, and there'll be no tearing off, and you'll be judged by God with your ID, your ID, and you'll go to the grave next time you don't believe in God, tell God how to be an animal.",Facebook,Arrogant,Contempt & Condescension
Who are you? You follow me.,AI,Arrogant,Contempt & Condescension
"If you are wrong, yes, you are wrong. Apologize to God for your speech, not to people. Be a true atheist. True atheists do not believe in any religion. When you are in trouble, call you Allah. God guide you.",Facebook,Arrogant,Knowledge & Moral Superiority
I see.,YouTube,Non-arrogant,
Does that mean your face is bigger than you think?,YouTube,Arrogant,Mixed / Other Arrogance
Trump kissed his nun.,YouTube,Non-arrogant,
Atheists have no place in Bangladesh,News portal,Arrogant,Knowledge & Moral Superiority
"Who are you, brother? There are so many girls on your page.",Facebook,Non-arrogant,
Who's got the hair cut?,News portal,Non-arrogant,
Would the children of atheist parents be better off?,News portal,Arrogant,Knowledge & Moral Superiority
Siraj is looking for you.,YouTube,Non-arrogant,
"After a long break from tea, I came back to the Safa'fu area to read the comments. I heard secretly that Safa'fu will go to his only friend Johnny Jins, who is suffering from depression.",Facebook,Non-arrogant,
"The Bengalis are a piece of cheese, waking up at night and slapping Safa and not praying.",News portal,Non-arrogant,
It's a very beautiful Nusrat faria.,YouTube,Non-arrogant,
Your opinion is worthless.,AI,Arrogant,Contempt & Condescension
"Wow, that's great.",YouTube,Non-arrogant,
Get the oil. Johnny's coming.,Facebook,Non-arrogant,
"It's so hot at night,",YouTube,Non-arrogant,
"I've seen a bucket of flour coming live yesterday. It would have been nice, but I've seen his atheistic attitude and he's trying to say or do something else!",Facebook,Arrogant,Mixed / Other Arrogance
"Zayed Khan is worthless. Hero Alom brother, you are right.",YouTube,Non-arrogant,
"I'd like to take a stick and warm it up a little bit, and then I'll put the cold side in your pussy and the hot side out, so you can't get your hands off the stick in the hot fuck.",Facebook,Arrogant,Contempt & Condescension
"Congratulations to you, brother.",YouTube,Non-arrogant,
"You're the daughter of a bad character, the daughter of a Shahriah poet.",YouTube,Arrogant,Knowledge & Moral Superiority
"Hey Zayed Khan, when are you going to film again? You don't think you're too big? You don't know any motherfuckers.",YouTube,Arrogant,Contempt & Condescension
"Faria you come to India, you will get a lot of respect and money from there in Tollywood and Bollywood.",YouTube,Non-arrogant,
"If you don't marry me, I'll marry someone else.",YouTube,Arrogant,Mixed / Other Arrogance
"Thank you for me, Safa.",News portal,Non-arrogant,
No one is putty-kymara to Jihad Khan.,YouTube,Non-arrogant,
"Idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot, idiot.",YouTube,Non-arrogant,
"Massah Allah! I like him!""",Facebook,Non-arrogant,
That's the first time he's said a good word!,News portal,Non-arrogant,
"I swear to God, this is the real dealership.",YouTube,Non-arrogant,
It looks like a bury bury.,YouTube,Non-arrogant,
"The model for this model is the car's teeth, so it's bounced to the position of atheist or atheist.",News portal,Arrogant,Knowledge & Moral Superiority
"You are not a believer in the seven principles of Islam, and if you do not believe in any one of them, you are a disbeliever. And yes, we all know that Allah Ta'ala is forgiving. But how can you be so sure that Allah Ta'ala will forgive a disbeliever? You are not afraid of Allah Ta'ala, you are primarily afraid of losing your reputation.",Facebook,Arrogant,Mixed / Other Arrogance
"Poor Pakna Zayed, there is evil in the name of education.",YouTube,Non-arrogant,
"Wow, that's a good idea.",YouTube,Non-arrogant,
What's up with the pants?,Facebook,Non-arrogant,
"Oh, my God, it looks so beautiful.",YouTube,Non-arrogant,
"Maggi, how are you gonna die? Let me put it in your mouth.",YouTube,Non-arrogant,
"The honourable MP of our Chhatak-Dwaara seat, Mr. Muhir Rahman Manik Saheb, has not yet come forward to deliver a penny of relief, the people of the area are just complaining, I don't know what will happen to the Sunnamganj burodhan.",News portal,Non-arrogant,
You're the daughter of an atheist witch. You're a hell of a witch.,YouTube,Arrogant,Knowledge & Moral Superiority
You're as straightforward as a shoemaker as you are with the rest of your life.,News portal,Non-arrogant,
How many people know who Zayed Khan is?,News portal,Arrogant,Contempt & Condescension
"Jayathu is the leader of humanity, Deshratn Sheikh Hasina",News portal,Non-arrogant,
"I'm right, you're wrong.",AI,Arrogant,Superiority & Self-Importance
"That's right, the heroine of Jihad Kiss is Sala Bukachuda.",YouTube,Non-arrogant,
"She's beautiful, but would she have been better off without the breasts?",YouTube,Non-arrogant,
"Make up like that, Bob.",YouTube,Non-arrogant,
"First everyone forgets, and then everyone apologizes. I mean, a brave man can never say that. I don't care what I say or say. When the storm of the conversation comes, he comes to apologize.",Facebook,Arrogant,Mixed / Other Arrogance
I like that.,News portal,Non-arrogant,
Whoever's spreading this rumor is a big hypocrite.,YouTube,Arrogant,Knowledge & Moral Superiority
The little bugger.,YouTube,Non-arrogant,
"Today, Huawei says no to users.",Facebook,Non-arrogant,
"So what you said in your video is true, Najubila, I can't believe you're saying this kind of thing to him, and I'd actually be a big fan of saying it directly to you as an atheist.",YouTube,Arrogant,Knowledge & Moral Superiority
Please like our page right now for new and exciting and entertaining posts.,Facebook,Non-arrogant,
"Son of a whore magician, to tell lies in the name of the Lord, I will fuck your mother, your sister, and your sister-in-law in the throat of all your pussy.",Facebook,Arrogant,Contempt & Condescension
