comment_bn,comment_en,source,arrogance_label,category
"আমি ও আমরা এই কুলাঙ্গারকে গালি দিবো না,,, গালি দিবো সেই বেলুন কোম্পানি গুলোকে। যারা বেশি মুনাফার লোভে বেলুন গুলো অতি পাতলা বানাচ্ছে। আর সেই কন্ডম ফুটো হয়ে বাংলাদেশে এদের মতো কিছু কুলাংগার জন্ম নিচ্ছে,,,আমি ও আমরা প্রশাসনের কাছে এই বেলুন কোম্পানি গুলোর ব্যবস্থা নেওয়ার দাবি জানাচ্ছি।","I and we are not going to criticize these cullages, but we are going to criticize the balloon companies that are making the balloons too thin for a higher profit, and the leak of condoms that are causing some of these cullages in Bangladesh, I and we are calling on the administration to take action against these balloon companies.",News portal,Arrogant,Contempt & Condescension
"আলম তোর কি লজ্জা নাই, খানকির পোলা,","Ain't you ashamed of yourself, Khakki's boy,",Facebook,Non-arrogant,
মাগির বাচ্চা কি কই,Where is Maggie's baby?,News portal,Non-arrogant,
তামিন্নার পক্ষ থেকে নোবেল জানাই অভিনন্দন,Congratulations on the Nobel Peace Prize from Tamil Nadu,YouTube,Non-arrogant,
"নাস্তিক #সাফা____কবিরকে জুতা পিটা করে,বাংলাদেশ থেকে তাড়ানো হোক।,,,,",The atheist #Safa_Kabir is being kicked out of Bangladesh.,News portal,Non-arrogant,
তোর মারে চুদি তুই আরেক নাস্তিক পাবলিককে ব্রেইন ওয়াস দি লাব নাই,"Fuck you, you're not brainwashing another atheist public.",Facebook,Arrogant,Knowledge & Moral Superiority
নাটক করো।।।  নাস্তিক এর বাচ্চা।।।,"Play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play, play",YouTube,Non-arrogant,
রাইট আপু,Right up there.,YouTube,Non-arrogant,
শালা কুত্তা,Fucking son of a bitch.,YouTube,Non-arrogant,
কিছু কুকুর পাগল হইছে মনে হয়,Some dogs seem crazy.,YouTube,Non-arrogant,
বু কা চুদার দল ফালতু খবর ছেরে দে ভালো হইতে শময় লাগে না,It's not good for a bunch of people to spread the crap.,News portal,Non-arrogant,
"শয়তানের মুখে ভালো কথা মানায়না,,,","Do not speak good words to the devil,",News portal,Non-arrogant,
ওটা এক নং বেশ্যা,That's a number one whore.,YouTube,Non-arrogant,
শেষ মেশ বউ টারে সবার সামনে তুললে,When the last mesh is raised in front of everyone.,Facebook,Non-arrogant,
"তোমার মাপ চওয়া তিচু যাই আসেনা,,তুমি কর মেয়ে সবাই জানে তোমার বাপ ও একটা নাস্তিক,, তার মেয়ে তুমি আর কেমন হবে,,","No matter what size you are, you're a girl, everyone knows your father and an atheist, his daughter, what you're going to be like,",Facebook,Non-arrogant,
খুব সুন্দর আপু আপনি।।।।,You're such a beautiful man.,YouTube,Non-arrogant,
পাট ক্ষেতে নিয়ে তার ভোদা দিয়ে আইক্কা ওলা বাশ দিতে হবে,I'm going to have to take the pot out of the field and give it to Ike Ola Bash.,Facebook,Non-arrogant,
"বর্তমান সরকার এই মহামারীর দুঃসময়ে বাংলাদেশের সব মানুষের দুঃখ দুর্দশা দূর করার জন্য পাশে থাকলেও কিছু অসাধু আওয়ামীলীগে অনুপ্রবেশকারী হাইব্রিড নেতা ও জনপ্রতিনিধিরা সরকার এবং আওয়ামীলীগের ভাবমূর্তি নষ্ট করার জন্য চাল চুরি করছে ঐ সব চাল চোরদের ব্যপারে কঠিন শাস্তির ব্যবস্থা করুন, প্রযোজনে ক্রসফায়ার করা হউক। ""জয় বাংলা জয় বঙ্গবন্ধু""","While the current government is on the side of alleviating the suffering and suffering of all people in Bangladesh during this pandemic, some unusual Awamil League infiltrated hybrid leaders and public representatives are stealing rice to ruin the image of the government and the Awamil League.",News portal,Arrogant,Contempt & Condescension
"তুমি নাস্তিক ছিলে ভাল ছিলে,এরশাদ হলে কেন গো",You were good at being an atheist. Why should you go?,YouTube,Non-arrogant,
"আমার দেখা আপনার সেরা ছবও, ",You're the best picture I've ever seen.,Facebook,Arrogant,Superiority & Self-Importance
ভাই একটা কথা ছিলো সেই ২০১৫ থেকে তোমার ফ‍্যান,Brother was a fan of yours from 2015.,YouTube,Arrogant,Contempt & Condescension
